subject,body,category
Seguimiento pendiente,"Cordial saludo, Ofrecen un premio no solicitado si se confirma la cuenta en una página desconocida. También aparece 'cambio de horario' en el asunto original y eso puede confundir el caso.. La matrícula quedó pendiente porque falta cargar el certificado académico. La información parece mezclada con otro caso y puede generar confusión. Fecha relacionada: 7 de noviembre. Contacto: Carlos. Muchas gracias. Ref. 1957.",educacion
Observación importante,"Hola, equipo, me preocupa porque además mencionaron una reunión y un formulario, pero eso no resuelve la cita. Además, La referencia interna quedó como MSG-510 y fue enviada desde Madrid.. No quiero dejarlo mal clasificado: el taller confirmó que el repuesto del vehículo llega mañana en la tarde. Muchas gracias. Ref. 0040.",salud
Respuesta pendiente - radicación pendiente #16,"Buenas tardes, La referencia interna quedó como sol-726 y fue enviada desde cali.. El mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. El acceso al sistema corporativo sigue limitado para cerrar las tareas del proyecto. Parece urgente por el tono, aunque es una coordinación cotidiana. Fecha relacionada: 3 de noviembre. Contacto: Santiago. Agradezco la ayuda. Ref. 3421.",otros
Cambio en la fecha - estado del proceso,"Hola, El remitente usa un dominio extraño y pide pagar una tarifa para liberar el paquete. El soporte está cargado, aunque el sistema todavía lo muestra como pendiente. También aparece 'seguimiento interno' en el asunto original y eso puede confundir el caso.. La referencia interna quedó como caso-785 y fue enviada desde medellín.. Fecha relacionada: 26 de enero. Contacto: Julián. Me confirmas por favor. Ref. 0875.",trabajo
Revisión pendiente del proceso,"Buenos días, La aseguradora pidió repetir el examen antes de aprobar el procedimiento. Incluye una autorización familiar, no una cita médica. También aparece 'archivo adjunto' en el asunto original y eso puede confundir el caso.. La referencia interna quedó como msg-256 y fue enviada desde funza.. Fecha relacionada: 25 de septiembre. Contacto: Paula. Por favor confirmar recibido. Ref. 1834.",educacion
Novedad del edificio,"Saludos, La empresa de mensajería pidió actualizar la dirección para completar la entrega. También aparece 'certificado pendiente' en el asunto original y eso puede confundir el caso.. Parece urgente por el tono, aunque es una coordinación cotidiana. La persona encargada no contesta y el proceso quedó detenido. Fecha relacionada: 25 de noviembre. Contacto: Valentina. Por favor confirmar recibido. Ref. 3016.",otros
Solicitud con prioridad - plazo cercano,"Hola, equipo, La familia propuso mover la reunión del domingo por el clima y el transporte. La coordinación pidió revisar las notas antes del cierre del periodo. Ofrecen un premio no solicitado si se confirma la cuenta en una página desconocida. La referencia interna quedó como msg-250 y fue enviada desde soacha.. Fecha relacionada: 3 de mayo. Contacto: Diego. Me confirmas por favor. Ref. 2182.",educacion
Solicitud con prioridad #28,"Hola. Parece una solicitud de trabajo normal, aunque la acción no puede esperar. El archivo adjunto no abre desde el celular y desde el computador aparece incompleto. Quedo atento. Ref. 1276.",urgente
Soporte de pago #76,"Hola, equipo, me preocupa porque incluye una firma parecida a soporte oficial, pero solicita información sensible. Además, el especialista cambió la cita y el resultado del laboratorio quedó sin revisión. No quiero dejarlo mal clasificado: el archivo adjunto no abre desde el celular y desde el computador aparece incompleto. Avísame apenas puedas. Ref. 2582.",spam
Solicitud con prioridad,"Buenos días, El remitente usa un dominio extraño y pide pagar una tarifa para liberar el paquete. Se disfraza de factura normal, pero el remitente no coincide. También aparece 'radicación pendiente' en el asunto original y eso puede confundir el caso.. La biblioteca bloqueó el préstamo porque aparece una devolución pendiente. Fecha relacionada: 18 de julio. Contacto: Paula. Avísame apenas puedas. Ref. 2525.",spam
Respuesta sobre el caso - caso en revisión,"Hola, La fórmula del medicamento quedó incompleta y la farmacia no la puede entregar. La persona encargada no contesta y el proceso quedó detenido. También aparece la palabra urgente en el mensaje, aunque el tema principal es el seguimiento médico. La referencia interna quedó como rev-517 y fue enviada desde facatativá.. Fecha relacionada: 24 de diciembre. Contacto: Paula. Gracias. Ref. 0392.",salud
Revisión de información - certificado pendiente,"Buen día, me preocupa porque el sistema generó un aviso rojo y piden respuesta en menos de treinta minutos. Además, el archivo adjunto no abre desde el celular y desde el computador aparece incompleto. No quiero dejarlo mal clasificado: el arrendador pidió revisar el inventario antes de firmar la entrega. Gracias. Ref. 1556.",urgente
Información incompleta #46,"Buen día, revisa esto porfa: El mensaje trae palabras de salud por el programa de bienestar, pero la tarea pendiente es del equipo y del contrato. / la información parece mezclada con otro caso y puede generar confusión / en el correo también hablan de certificados y fechas de clase porque el cliente es una institución educativa / la matrícula quedó pendiente porque falta cargar el certificado académico. Fecha mencionada: 17 de julio. Avísame apenas puedas. Ref. 0841.",trabajo
Revisión para hoy - archivo adjunto,"Hola, equipo, El archivo adjunto no abre desde el celular y desde el computador aparece incompleto. Nombra un supuesto contrato de trabajo para pedir datos personales. También aparece 'confirmación de asistencia' en el asunto original y eso puede confundir el caso.. Solicitan descargar un archivo para recibir un descuento que nunca pedí. Fecha relacionada: 14 de noviembre. Contacto: Laura. Quedo atento. Ref. 2898.",spam
Solicitud de soporte - estado del proceso,"Buenos días, También aparece 'correo automático' en el asunto original y eso puede confundir el caso.. Incluyeron un cobro parecido a una factura de servicios y por eso genera duda. El paquete quedó en recepción y piden retirarlo antes del fin de semana. El mensaje parece de trabajo porque menciona informe y reunión, pero todo corresponde a los soportes de incapacidad y al resultado médico.. Fecha relacionada: 28 de noviembre. Contacto: Paula. Me confirmas por favor. Ref. 0387.",salud
Actualización de registro,"Cordial saludo, La minuta quedó con compromisos asignados a personas que no estuvieron en la llamada. Se disfraza de factura normal, pero el remitente no coincide. La autorización de la eps sigue sin aparecer aunque ya entregué la orden y la historia clínica. Aparece una factura inesperada con botón de pago y remitente no reconocido. Fecha relacionada: 19 de abril. Contacto: Mariana. Quedo atento. Ref. 2565.",spam
Pendiente por sistema - notificación del sistema,"Hola, equipo, La autorización de la eps sigue sin aparecer aunque ya entregué la orden y la historia clínica. La entrega se vence en unas horas y falta una firma obligatoria. El paquete quedó en recepción y piden retirarlo antes del fin de semana. El asunto habla de validación, pero solo corresponde a una gestión personal. Fecha relacionada: 9 de octubre. Contacto: Diego. Quedo pendiente de respuesta. Ref. 3471.",otros
Revisión del formulario - seguimiento interno,"Cordial saludo, La invitación al evento cambió de lugar y aún no confirman el aforo. El archivo adjunto no abre desde el celular y desde el computador aparece incompleto. El colegio envió una circular, pero no queda claro si aplica para todos los cursos. Se parece a una notificación comercial, aunque viene de un contacto conocido. Fecha relacionada: 2 de marzo. Contacto: Valentina. Gracias. Ref. 3312.",otros
Información para revisar,"Perdón la hora, revisa esto porfa: el trámite personal quedó radicado, pero falta un soporte de identidad / hay dos versiones del documento y nadie confirma cuál es la válida / el texto mezcla logos de banco con errores de escritura y una urgencia exagerada / el asunto habla de validación, pero solo corresponde a una gestión personal. Fecha mencionada: 14 de febrero. Quedo pendiente de respuesta. Ref. 3269.",otros
Validar soporte adjunto - archivo adjunto #63,"Saludos, También aparece 'soporte de pago' en el asunto original y eso puede confundir el caso.. El trámite personal quedó radicado, pero falta un soporte de identidad. El aviso dice que la cuenta será cerrada, pero el enlace no coincide con la empresa. Parece urgente por el tono, aunque es una coordinación cotidiana. Fecha relacionada: 9 de agosto. Contacto: Paula. Gracias. Ref. 3297.",otros
Factura de servicios - plazo cercano,"Perdón la hora, Parece laboral por la palabra reunión, pero es una conversación del edificio sobre parqueadero y recepción.. El taller confirmó que el repuesto del vehículo llega mañana en la tarde. También aparece 'radicación pendiente' en el asunto original y eso puede confundir el caso.. Parece urgente por el tono, aunque es una coordinación cotidiana. Fecha relacionada: 1 de mayo. Contacto: Diego. Por favor confirmar recibido. Ref. 3125.",otros
Nuevo mensaje,"Buen día, Incluye una firma parecida a soporte oficial, pero solicita información sensible. Parece factura o paquete real, pero pide una tarifa rara y datos personales para liberar el supuesto beneficio.. Solicitan descargar un archivo para recibir un descuento que nunca pedí. El archivo adjunto no abre desde el celular y desde el computador aparece incompleto. Fecha relacionada: 15 de septiembre. Contacto: Andrés. Quedo atento. Ref. 2821.",spam
Actualiza tu cuenta,"Buenos días, La supuesta entidad solicita contraseña y código de seguridad para evitar una suspensión. También aparece 'seguimiento interno' en el asunto original y eso puede confundir el caso.. Nombra un supuesto contrato de trabajo para pedir datos personales. Hay una alerta de acceso no reconocido y necesitamos bloquear la cuenta de inmediato. Fecha relacionada: 25 de abril. Contacto: Nicolás. Avísame apenas puedas. Ref. 2387.",spam
Solicitud de revisión,"Hola, me preocupa porque el mensaje pide abrir un enlace externo para validar datos y promete desbloquear un beneficio. Además, Aunque parece una notificación de banco, salud o universidad, el enlace externo pide datos que no deberían solicitar por correo.. No quiero dejarlo mal clasificado: el remitente pide responder por este mismo hilo para evitar cruces de información. Muchas gracias. Ref. 2588.",spam
